user,week,logon_count,off_hours_ratio,usb_events,file_access_count,copy_to_removable_count,email_count,email_attachment_count,avg_attachment_size,http_total_count,http_upload_count,http_download_count,role,department,business_unit,is_malicious
AAF0535,2010-03-01,10,0.3,9.0,17.0,0.0,15.0,16.0,33701.333333333336,145.0,1.0,1.0,Technician,3 - FieldService,1,0
AAF0535,2010-03-08,10,0.3,9.0,5.0,0.0,15.0,2.0,27272.466666666667,145.0,1.0,2.0,Technician,3 - FieldService,1,0
AAF0535,2010-03-15,10,0.2,8.0,14.0,0.0,10.0,12.0,30526.5,145.0,0.0,1.0,Technician,3 - FieldService,1,0
AAF0535,2010-03-22,10,0.3,9.0,6.0,0.0,15.0,4.0,29254.466666666667,145.0,1.0,1.0,Technician,3 - FieldService,1,0
AAF0535,2010-03-29,8,0.375,6.0,9.0,0.0,12.0,8.0,29241.583333333332,116.0,0.0,2.0,Technician,3 - FieldService,1,0
AAF0535,2010-04-05,10,0.3,12.0,14.0,0.0,15.0,7.0,25593.4,145.0,0.0,1.0,Technician,3 - FieldService,1,0
AAF0535,2010-04-12,10,0.2,10.0,8.0,0.0,15.0,23.0,34972.46666666667,145.0,0.0,1.0,Technician,3 - FieldService,1,0
AAF0535,2010-04-19,10,0.3,11.0,11.0,0.0,14.0,20.0,34335.07142857143,145.0,0.0,1.0,Technician,3 - FieldService,1,0
AAF0535,2010-04-26,10,0.3,11.0,11.0,0.0,15.0,10.0,30489.4,145.0,0.0,1.0,Technician,3 - FieldService,1,0
AAF0535,2010-05-03,10,0.0,8.0,9.0,0.0,15.0,6.0,33747.2,145.0,0.0,2.0,Technician,3 - FieldService,1,0
AAF0535,2010-05-10,10,0.4,12.0,8.0,0.0,12.0,3.0,25894.416666666668,145.0,0.0,4.0,Technician,3 - FieldService,1,0
AAF0535,2010-05-17,10,0.4,11.0,7.0,0.0,15.0,11.0,31123.533333333333,145.0,0.0,1.0,Technician,3 - FieldService,1,0
AAF0535,2010-05-24,10,0.3,12.0,10.0,0.0,15.0,5.0,30377.733333333334,145.0,0.0,0.0,Technician,3 - FieldService,1,0
AAF0535,2010-05-31,8,0.5,11.0,9.0,0.0,12.0,9.0,31579.25,116.0,0.0,0.0,Technician,3 - FieldService,1,0
AAF0535,2010-06-07,10,0.4,12.0,17.0,0.0,13.0,5.0,33318.769230769234,145.0,0.0,1.0,Technician,3 - FieldService,1,0
AAF0535,2010-06-14,10,0.2,10.0,10.0,0.0,14.0,14.0,29337.14285714286,145.0,0.0,1.0,Technician,3 - FieldService,1,0
AAF0535,2010-06-21,10,0.4,9.0,12.0,0.0,14.0,5.0,32052.285714285714,145.0,0.0,0.0,Technician,3 - FieldService,1,0
AAF0535,2010-06-28,10,0.3,14.0,12.0,0.0,14.0,4.0,32479.785714285714,186.0,1.0,0.0,Technician,3 - FieldService,1,0
AAF0535,2010-07-05,8,0.25,5.0,8.0,0.0,16.0,11.0,28939.75,139.0,0.0,0.0,Technician,3 - FieldService,1,1
AAF0535,2010-07-12,10,0.1,8.0,5.0,0.0,19.0,16.0,29951.21052631579,168.0,0.0,0.0,Technician,3 - FieldService,1,1
AAF0535,2010-07-19,10,0.1,9.0,8.0,0.0,17.0,11.0,27340.29411764706,170.0,1.0,1.0,Technician,3 - FieldService,1,1
AAF0535,2010-07-26,10,0.2,9.0,10.0,0.0,15.0,8.0,29833.6,155.0,0.0,1.0,Technician,3 - FieldService,1,1
AAF0535,2010-08-02,10,0.3,19.0,16.0,0.0,12.0,13.0,29438.25,145.0,0.0,2.0,Technician,3 - FieldService,1,1
AAF0535,2010-08-09,10,0.2,27.0,33.0,0.0,16.0,20.0,31875.0,145.0,0.0,0.0,Technician,3 - FieldService,1,1
AAF0535,2010-08-16,10,0.1,10.0,9.0,0.0,13.0,5.0,29371.615384615383,145.0,0.0,0.0,Technician,3 - FieldService,1,1
AAF0535,2010-08-23,4,0.25,2.0,8.0,0.0,6.0,5.0,38694.166666666664,58.0,0.0,0.0,Technician,3 - FieldService,1,0
AAF0791,2010-01-04,10,0.5,0.0,0.0,0.0,44.0,0.0,30764.340909090908,475.0,0.0,7.0,Physicist,1 - Research,1,0
AAF0791,2010-01-11,10,0.5,0.0,0.0,0.0,45.0,0.0,30629.777777777777,475.0,1.0,13.0,Physicist,1 - Research,1,0
AAF0791,2010-01-18,10,0.5,0.0,0.0,0.0,45.0,0.0,28754.422222222223,475.0,3.0,14.0,Physicist,1 - Research,1,0
AAF0791,2010-01-25,10,0.5,0.0,0.0,0.0,44.0,0.0,27653.727272727272,475.0,1.0,10.0,Physicist,1 - Research,1,0
AAF0791,2010-02-01,10,0.5,0.0,0.0,0.0,36.0,0.0,29989.055555555555,475.0,1.0,12.0,Physicist,1 - Research,1,0
AAF0791,2010-02-08,10,0.5,0.0,0.0,0.0,45.0,0.0,32772.28888888889,475.0,0.0,7.0,Physicist,1 - Research,1,0
AAF0791,2010-02-15,10,0.5,0.0,0.0,0.0,42.0,0.0,29856.428571428572,475.0,5.0,8.0,Physicist,1 - Research,1,0
AAF0791,2010-02-22,10,0.5,0.0,0.0,0.0,45.0,0.0,26264.977777777778,475.0,0.0,10.0,Physicist,1 - Research,1,0
AAF0791,2010-03-01,10,0.5,0.0,0.0,0.0,45.0,0.0,30806.222222222223,475.0,2.0,19.0,Physicist,1 - Research,1,0
AAF0791,2010-03-08,10,0.5,0.0,0.0,0.0,44.0,0.0,31622.0,475.0,0.0,9.0,Physicist,1 - Research,1,0
AAF0791,2010-03-15,10,0.5,0.0,0.0,0.0,45.0,0.0,28347.644444444446,475.0,6.0,8.0,Physicist,1 - Research,1,0
AAF0791,2010-03-22,10,0.5,0.0,0.0,0.0,45.0,0.0,28925.51111111111,475.0,2.0,8.0,Physicist,1 - Research,1,0
AAF0791,2010-03-29,8,0.5,0.0,0.0,0.0,31.0,0.0,29615.387096774193,380.0,5.0,6.0,Physicist,1 - Research,1,0
AAF0791,2010-04-05,10,0.5,0.0,0.0,0.0,45.0,0.0,29716.71111111111,475.0,1.0,15.0,Physicist,1 - Research,1,0
AAF0791,2010-04-12,10,0.5,0.0,0.0,0.0,45.0,0.0,29193.266666666666,475.0,0.0,3.0,Physicist,1 - Research,1,0
AAF0791,2010-04-19,10,0.5,0.0,0.0,0.0,45.0,0.0,28939.2,475.0,2.0,7.0,Physicist,1 - Research,1,0
AAF0791,2010-04-26,10,0.5,0.0,0.0,0.0,45.0,0.0,28881.51111111111,475.0,1.0,12.0,Physicist,1 - Research,1,0
AAF0791,2010-05-03,10,0.5,0.0,0.0,0.0,45.0,0.0,30068.533333333333,475.0,0.0,6.0,Physicist,1 - Research,1,0
AAF0791,2010-05-10,10,0.5,0.0,0.0,0.0,45.0,0.0,31321.6,475.0,2.0,4.0,Physicist,1 - Research,1,0
AAF0791,2010-05-17,10,0.5,0.0,0.0,0.0,45.0,0.0,28769.133333333335,475.0,0.0,6.0,Physicist,1 - Research,1,0
AAF0791,2010-05-24,10,0.5,0.0,0.0,0.0,44.0,0.0,28779.340909090908,475.0,2.0,8.0,Physicist,1 - Research,1,0
AAF0791,2010-05-31,8,0.5,0.0,0.0,0.0,36.0,0.0,32961.11111111111,380.0,0.0,8.0,Physicist,1 - Research,1,0
AAF0791,2010-06-07,10,0.5,0.0,0.0,0.0,38.0,0.0,30639.842105263157,475.0,1.0,13.0,Physicist,1 - Research,1,0
AAF0791,2010-06-14,10,0.5,0.0,0.0,0.0,43.0,0.0,30161.627906976744,475.0,1.0,9.0,Physicist,1 - Research,1,0
AAF0791,2010-06-21,10,0.5,0.0,0.0,0.0,44.0,0.0,31865.227272727272,475.0,0.0,4.0,Physicist,1 - Research,1,0
AAF0791,2010-06-28,10,0.5,0.0,0.0,0.0,45.0,0.0,30490.644444444446,475.0,1.0,5.0,Physicist,1 - Research,1,0
AAF0791,2010-07-05,8,0.5,0.0,0.0,0.0,33.0,0.0,33219.393939393936,380.0,1.0,20.0,Physicist,1 - Research,1,0
AAF0791,2010-07-12,10,0.5,0.0,0.0,0.0,45.0,0.0,28935.17777777778,475.0,0.0,14.0,Physicist,1 - Research,1,0
AAF0791,2010-07-19,10,0.5,0.0,0.0,0.0,45.0,0.0,29922.71111111111,475.0,1.0,10.0,Physicist,1 - Research,1,0
AAF0791,2010-07-26,10,0.5,0.0,0.0,0.0,45.0,0.0,29157.82222222222,475.0,2.0,8.0,Physicist,1 - Research,1,0
AAF0791,2010-08-02,10,0.5,0.0,0.0,0.0,45.0,0.0,30033.755555555555,475.0,0.0,5.0,Physicist,1 - Research,1,0
AAF0791,2010-08-09,10,0.5,0.0,0.0,0.0,45.0,0.0,29039.82222222222,475.0,0.0,8.0,Physicist,1 - Research,1,0
AAF0791,2010-08-16,10,0.5,0.0,0.0,0.0,45.0,0.0,29095.82222222222,475.0,0.0,10.0,Physicist,1 - Research,1,0
AAF0791,2010-08-23,10,0.5,0.0,0.0,0.0,45.0,0.0,30264.155555555557,475.0,0.0,5.0,Physicist,1 - Research,1,0
AAF0791,2010-08-30,10,0.5,0.0,0.0,0.0,45.0,0.0,30745.466666666667,475.0,7.0,10.0,Physicist,1 - Research,1,0
AAF0791,2010-09-06,8,0.5,0.0,0.0,0.0,36.0,0.0,29798.666666666668,380.0,1.0,12.0,Physicist,1 - Research,1,0
AAF0791,2010-09-13,10,0.5,0.0,0.0,0.0,44.0,0.0,30059.409090909092,475.0,1.0,5.0,Physicist,1 - Research,1,0
AAF0791,2010-09-20,10,0.5,0.0,0.0,0.0,40.0,0.0,30541.925,475.0,5.0,12.0,Physicist,1 - Research,1,0
AAF0791,2010-09-27,10,0.5,0.0,0.0,0.0,45.0,0.0,29723.155555555557,475.0,1.0,7.0,Physicist,1 - Research,1,0
AAF0791,2010-10-04,10,0.5,0.0,0.0,0.0,42.0,0.0,31827.595238095237,475.0,0.0,3.0,Physicist,1 - Research,1,0
AAF0791,2010-10-11,10,0.5,0.0,0.0,0.0,45.0,0.0,32077.866666666665,475.0,2.0,12.0,Physicist,1 - Research,1,0
AAF0791,2010-10-18,10,0.5,0.0,0.0,0.0,43.0,0.0,30166.53488372093,475.0,4.0,3.0,Physicist,1 - Research,1,0
AAF0791,2010-10-25,10,0.5,0.0,0.0,0.0,40.0,0.0,28371.325,475.0,1.0,11.0,Physicist,1 - Research,1,0
AAF0791,2010-11-01,10,0.5,0.0,0.0,0.0,45.0,0.0,28795.37777777778,475.0,0.0,4.0,Physicist,1 - Research,1,0
AAF0791,2010-11-08,10,0.5,0.0,0.0,0.0,44.0,0.0,32160.522727272728,475.0,0.0,9.0,Physicist,1 - Research,1,0
AAF0791,2010-11-15,10,0.5,0.0,0.0,0.0,44.0,0.0,30961.363636363636,475.0,2.0,10.0,Physicist,1 - Research,1,0
AAF0791,2010-11-22,6,0.5,0.0,0.0,0.0,22.0,0.0,28977.0,285.0,0.0,9.0,Physicist,1 - Research,1,0
AAF0791,2010-11-29,10,0.5,0.0,0.0,0.0,45.0,0.0,28673.62222222222,475.0,2.0,11.0,Physicist,1 - Research,1,0
AAF0791,2010-12-06,10,0.5,0.0,0.0,0.0,45.0,0.0,28510.866666666665,475.0,1.0,5.0,Physicist,1 - Research,1,0
AAF0791,2010-12-13,10,0.5,0.0,0.0,0.0,45.0,0.0,29115.844444444443,475.0,0.0,10.0,Physicist,1 - Research,1,0
AAF0791,2010-12-20,6,0.5,0.0,0.0,0.0,27.0,0.0,30116.925925925927,285.0,0.0,6.0,Physicist,1 - Research,1,0
AAF0791,2010-12-27,8,0.5,0.0,0.0,0.0,36.0,0.0,29029.63888888889,380.0,2.0,6.0,Physicist,1 - Research,1,0
AAF0791,2011-01-03,10,0.5,0.0,0.0,0.0,45.0,0.0,30634.0,475.0,1.0,10.0,Physicist,1 - Research,1,0
AAF0791,2011-01-10,10,0.5,0.0,0.0,0.0,45.0,0.0,30874.133333333335,475.0,0.0,6.0,Physicist,1 - Research,1,0
AAF0791,2011-01-17,10,0.5,0.0,0.0,0.0,45.0,0.0,30277.4,475.0,0.0,7.0,Physicist,1 - Research,1,0
AAF0791,2011-01-24,10,0.5,0.0,0.0,0.0,45.0,0.0,28479.533333333333,475.0,0.0,11.0,Physicist,1 - Research,1,0
AAF0791,2011-01-31,10,0.5,0.0,0.0,0.0,45.0,0.0,31553.088888888888,475.0,3.0,9.0,Physicist,1 - Research,1,0
AAF0791,2011-02-07,10,0.5,0.0,0.0,0.0,45.0,0.0,27378.644444444446,475.0,0.0,11.0,Physicist,1 - Research,1,0
AAF0791,2011-02-14,10,0.5,0.0,0.0,0.0,36.0,0.0,30472.583333333332,475.0,0.0,12.0,Physicist,1 - Research,1,0
AAF0791,2011-02-21,10,0.5,0.0,0.0,0.0,38.0,0.0,31552.947368421053,475.0,3.0,9.0,Physicist,1 - Research,1,0
AAF0791,2011-02-28,10,0.5,0.0,0.0,0.0,45.0,0.0,31846.6,475.0,0.0,8.0,Physicist,1 - Research,1,0
AAF0791,2011-03-07,10,0.5,0.0,0.0,0.0,42.0,0.0,27611.238095238095,475.0,2.0,11.0,Physicist,1 - Research,1,0
AAF0791,2011-03-14,10,0.5,0.0,0.0,0.0,37.0,0.0,29857.135135135137,475.0,0.0,3.0,Physicist,1 - Research,1,0
AAF0791,2011-03-21,10,0.5,0.0,0.0,0.0,40.0,0.0,30029.325,475.0,2.0,5.0,Physicist,1 - Research,1,0
AAF0791,2011-03-28,10,0.5,0.0,0.0,0.0,45.0,0.0,28681.911111111112,475.0,1.0,3.0,Physicist,1 - Research,1,0
AAF0791,2011-04-04,10,0.5,0.0,0.0,0.0,45.0,0.0,29733.444444444445,475.0,0.0,10.0,Physicist,1 - Research,1,0
AAF0791,2011-04-11,10,0.5,0.0,0.0,0.0,45.0,0.0,32778.6,475.0,0.0,7.0,Physicist,1 - Research,1,0
AAF0791,2011-04-18,8,0.5,0.0,0.0,0.0,36.0,0.0,29260.555555555555,380.0,3.0,3.0,Physicist,1 - Research,1,0
AAF0791,2011-04-25,10,0.5,0.0,0.0,0.0,33.0,0.0,28504.81818181818,475.0,1.0,9.0,Physicist,1 - Research,1,0
AAF0791,2011-05-02,10,0.5,0.0,0.0,0.0,44.0,0.0,28730.795454545456,475.0,2.0,9.0,Physicist,1 - Research,1,0
AAF0791,2011-05-09,10,0.5,0.0,0.0,0.0,45.0,0.0,32268.644444444446,475.0,0.0,3.0,Physicist,1 - Research,1,0
AAF0791,2011-05-16,2,0.5,0.0,0.0,0.0,9.0,0.0,29876.444444444445,95.0,0.0,2.0,Physicist,1 - Research,1,0
AAL0706,2010-01-04,10,0.5,0.0,0.0,0.0,5.0,0.0,27881.0,50.0,2.0,0.0,ProductionLineWorker,3 - Assembly,1,0
AAL0706,2010-01-11,10,0.5,0.0,0.0,0.0,5.0,2.0,25950.8,50.0,1.0,1.0,ProductionLineWorker,3 - Assembly,1,0
AAL0706,2010-01-18,10,0.5,0.0,0.0,0.0,5.0,4.0,26077.4,50.0,2.0,0.0,ProductionLineWorker,3 - Assembly,1,0
AAL0706,2010-01-25,10,0.5,0.0,0.0,0.0,5.0,2.0,29324.6,50.0,1.0,1.0,ProductionLineWorker,3 - Assembly,1,0
AAL0706,2010-02-01,10,0.5,0.0,0.0,0.0,5.0,0.0,27482.4,50.0,2.0,0.0,ProductionLineWorker,3 - Assembly,1,0
AAL0706,2010-02-08,10,0.5,0.0,0.0,0.0,5.0,10.0,26446.6,50.0,2.0,0.0,ProductionLineWorker,3 - Assembly,1,0
AAL0706,2010-02-15,10,0.5,0.0,0.0,0.0,5.0,1.0,23271.2,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
